PDF,Content

deeply with the PRC’s economy through generous economic incentives. In February 2018, Beijing announced a raft                

of 31 measures aimed at providing equal—and in some cases preferential—treatment for Taiwanese persons and               

businesses operating in China. These include measures designed to incorporate Taiwan into the PRC’s “Made in                

China 2025”—a wide-ranging industrial policy aimed at moving the Chinese industrial base up the value chain. Other                 

incentives include generous tax breaks for Taiwanese high-tech corporations, as well as equal intellectual property               

rights protection for Taiwan-owned legal entities registered in China.  

 

Other measures include allowing Taiwanese persons to participate in the national “thousand-person program”—a             

CCP-managed project designed to attract foreign talent to help with the country’s national development goals. Most                

importantly, Taiwanese professionals are now eligible to apply for various state-provided funds for the promotion of                

science and arts. These measures are worrisome over the long term, since they could further exacerbate Taiwan’s                 

“brain drain” (​Global Taiwan Brief​, March 21). 
 

8. Political Warfare 

 

While Beijing authorities continue to spurn meaningful dialogue with Taiwan’s government, it has stepped up United                

Front Work Department (UFWD) activities against Taipei. ​The UFWD is a CCP department charged with harassing                 
party-state organizations under direct CCP control to indoctrinate, mobilize, and manipulate non-CCP individuals and              

entities—PRC native and foreign alike—in service of the Party’s policy objectives (​USCC.gov​, April 5). ​In Taiwan, the                  
UFWD targets a broad range of constituencies, including aborigines, local villages and townships, youths and               

students, pro-China political parties and groups, and Taiwan military veterans (​Liberty Times​, January 15). ​Taiwan’s                
government has previously estimated that China spends at least $337.8 million per year on UFWD recruiting efforts                 

in Taiwan, but has also said it believes there might be more “invisible funding” (​Taipei Times​, January 15). 

Taiwan’s national security organs have noted a growing volume of disinformation circulating in Taiwan’s media               

space, the product of PRC “content farms”. ​Beijing is apparently using social media disinformation and propaganda                 
to generate social instability in Taiwan (​China Brief​, April 24). For instance, during a tense period in an ongoing                   
pension reform debate in Taiwan, users of LINE—the most popular messaging application on the island—and other                

internet reported a flood of messages and websites that falsely claimed that the central government was planning to                  

impose draconian restrictions on pensioners. Taiwan’s government was forced to quickly issue a statement denying               

the fake news.  

9. Cyber  

 

Although PRC hacking has made news in the US and Europe, Taiwan is the top target for China-sponsored cyber                   

espionage (​China Brief​, December 5, 2013). Indeed, Taiwan has endured more than a decade of targeted cyber-theft                 
and attacks from China of the kind that are now being directed towards larger countries. Taiwan reportedly suffered                  

20 million to 40 million attempted hacking attacks on its public sector per month in 2017 (​Taiwan News​, April 5).                    
According to the Taiwan government, most of the hacks originate from China (​Taiwan News​, April 5).  

10. Espionage  

 

 
 
 
 

https://bulletin.tfd.org.tw/tdb-vol-2-no-3-deportations-of-taiwanese-suspects-to-china-violate-rights-of-taiwanese/
http://globaltaiwan.org/2018/03/vol-3-issue-6/#RussellHsiao032018
https://uscc.gov/sites/default/files/Hsiao%20-Written%20Statement.pdf
http://news.ltn.com.tw/news/focus/paper/1168821
http://www.taipeitimes.com/News/front/archives/2018/01/15/2003685789
https://jamestown.org/program/ccp-propaganda-against-taiwan-enters-the-social-age/
https://jamestown.org/program/critical-node-taiwans-cyber-defense-and-chinese-cyber-espionage/
https://www.taiwannews.com.tw/en/news/3398654
https://www.taiwannews.com.tw/en/news/3398654


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
Taiwan is struggling to recover from the “dark decade,” a period between 2006-2016 in which more than 40                  

Taiwanese citizens were prosecuted for espionage and espionage-related crimes involving China, among them             

serving and retired officials, military officers, and businesspeople (​Global Taiwan Brief​, September 28, 2016). As               
noted by one former US government analyst: “While Taiwan faces an espionage and subversion challenge from                

China at a scale that no modern democracy has faced, its leading political parties struggle to address the problem.”                   

Indeed, “… covert Chinese activities [against Taiwan] have increased in scope, sophistication, and intensity. For the                

first time in many years, Taiwan’s national security officials see change rather than continuity as a hallmark of                  

Beijing’s intelligence and subversive operations” (​China Brief​, August 17, 2017). 

In the final analysis, it is clear that China has significantly increased pressure on Taiwan since Tsai Ing-wen’s                  

election in January 2016. As external pressure on Taiwan grows, internal pressure on the Tsai administration is also                  

building. It is no exaggeration to say that Taipei’s is the only government on either side of the Taiwan Strait                    

committed to the peace and stability of the status quo. Maintaining the status quo, however, cannot be the                  

responsibility of Taipei alone. In the face of Beijing’s mounting pressure, the US and other like-minded nations must                  

push back against PRC coercion, lest it become even more difficult for Taipei to stay the course. 

 

Russell Hsiao is the executive director of the Global Taiwan Institute and the editor-in-chief of the​ Global Taiwan                  
Brief. 

Notes 

[1] The NSP is a comprehensive strategic policy developed by the Tsai administration to strengthen economic                

engagement and deepen people-to-people exchanges between Taiwan and 18 countries in South Asia, Southeast              

Asia, Australia, and New Zealand.  

[2] Increasingly, PRC nationals oversee important multinational institutions. Interpol’s current president is a PRC              

national, as is the International Civil Aviation Organization secretary general, who was reappointed for a second                

consecutive term commencing August 2018. A PRC national also runs the International Telecommunications Union,              

an important standards setting body for the global internet (​China Brief​, June 5). 
  

*** 

 

Understanding the Role of Chambers of Commerce and Industry Associations in 

United Front Work 

By Gerry Groot 

 

In 2017, following explosive allegations of CCP interference in Australian politics by mainstream Australian media               

outlets, real estate billionaire Chau Chak-Wing (周泽荣) sat for an interview with one of Australia’s major daily                 
newspapers. Chau had featured prominently in the reporting that touched off the controversy, with some reports                

singling out his donations to mainstream Australian political parties as a key vector for CCP influence and others                  

linking him to a United Nations-linked bribery scandal. When asked about allegations of his ties to the CCP, he                   

responded:  

 

For the record, I have never been a member of the Chinese Communist Party and I have never been a member of an                       

advisory group called the People’s Political Consultative Conference. As to the entity referred to … as the “United                  

Front Work Department,” I have no idea what this is ​[1]​.  
 

The United Front Work Department (中共中央统一战线工作部) is the department of the CCP charged with              

 
 
 
 

http://globaltaiwan.org/2016/09/28-gtb-1-2/#PeterMattis092816
https://jamestown.org/program/counterintelligence-remains-weakness-in-taiwans-defense/
https://jamestown.org/program/cyber-sovereignty-and-the-prcs-vision-for-global-internet-governance/


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
consolidating support for Party policies among non-CCP members, including among individuals of Chinese descent              

overseas. It is has long been a key, albeit well concealed, element of the CCP’s foreign policy (​China Brief​, July 6                     
2017). 

 

Chau is from the Chaozhou region of Guangdong. He immigrated to Australia in the 1980s, while continuing to run                   

the PRC-based property business that would make him a billionaire (​SBS News​, May 23). Chaozhou is a particular                  
focus of United Front activity directed at overseas Chinese, because of the region’s long history as a source of                   

migrant outflows, and their subsequent economic success around the world.  

 

Chau’s interview claims were remarkable precisely because of his long, well-documented association with provincial              

and city level elements of the United Front Work Department (UFWD). Chau has been a longtime participant in and                   

leader of industry associations for overseas Chinese from Guangdong, and has been cited as a model for overseas                  

Chinese more generally by various levels of the PRC government and the CCP. This is reflected in his appearances                   

on United Front websites, such as that of Shantou, a city in Chaozhou (​The United Front of Shantou​, January 08,                    
2014), and in 2016 group photographs with the head of the United Front for Guangzhou district of Tianhe, a center of                     

commerce in one of China’s wealthiest cities (​United Front of Tianhe​, March 1, 2016). 
 

 

Chau Chak-wing’s biography on the Shantou UFWD website 

 

The available record of Chau’s ties with the UFWD can be dated back to July 2007, when he launched the                    

Guangdong Overseas Chinese Commercial Investor Industry Association in the presence of the head of the UFWD                

in Guangdong Province, Zhou Zhenlong ​[2​]. In his speech, Chau praised the work of the earlier Overseas Chinese                  
Investor association established in Guangzhou in 1990, for protecting the ‘legitimate interests’ of the investors,               

helping solve problems and for helping improving the quality and competitiveness of industry ​[3]​. Chau was also                 
direct in his acknowledgement of Zhou Zhenlong and his United Front role when launching the ​Guangdong Huaxing                 
Bank in 2011. That Chau’s links to United Front work dates back to at least 2007 was also documented in a US State                       

Department cable released by Wikileaks (​Sydney Morning Herald​, July 16, 2017). 
 

A Brief History of the UFWD and Business 

 

The UFWD’s ties with key business people through industry associations (企业协商会) is a time-honed tactic. The                
PRC was founded with the intention of building a communist society by abolishing all private property, businesses,                 

and profit. These would be replaced with state ownership of all land, property and industry. Those who had been in                    

business before 1949 were denounced as evil capitalists and exploiters of the Chinese people. The Party demanded                 

that they hand over their property and transform themselves and their thinking from capitalism to socialism. They                 

 
 
 
 

https://jamestown.org/program/united-front-work-department-magic-weapon-home-abroad/
https://www.sbs.com.au/news/chau-chak-wing-who-is-the-australian-in-andrew-hastie-s-un-bribery-claim
http://sttzb.shantou.gov.cn/demeanor_s.asp?ID=78
http://tyzx.thnet.gov.cn/tyzx/jx/201603/e7fcf9aeb7c045f6881013b843195913.shtml
http://bank.hexun.com/2011-10-30/134703410.html
http://bank.hexun.com/2011-10-30/134703410.html
https://www.smh.com.au/national/wikileaked-billionaire-australian-donors-beijing-links-detailed-in-sensitive-diplomatic-cable-20170714-gxb21c.html


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
were forced to undergo extensive thought reform (思想改造) or brain washing (洗脑), a process so severe that                 
those on the receiving end frequently went mad or committed suicide ​[4]​.  
 

One of the key ways businesses were thus transformed was through the use of corporatist organizations established                 

by the UFWD to represent them, most notably the All-China Federation of Industry and Commerce (ACFIC) for small                  

business, and the so-called China Democratic National Construction Party for larger ones. Nearly all “bourgeois               

elements” (中产阶级分子) were forced to join one or the other of these organizations. Then and now, not joining                  
these organizations is not an option ​[5]​.  
 

Many of the members of these two organizations, if not nearly all, became scapegoats and were subjected to harsh                   

treatment—and in some cases even torture and execution—in political campaigns initiated by CCP leader Mao               

Zedong, most famously during the so-called Anti-Rightist Campaign (反右运动) of 1958-1959, and the Great              
Proletarian Cultural Revolution (伟大的无产阶级文化革命) of 1966-1976. After Mao died in 1976, the CCP,             
seeking to rebuild China’s industry and commerce, called survivors back to service under the auspices of the UFWD.                  

One of their most important tasks was rebuilding ties to prominent Chinese overseas, so as to rehabilitate the CCP’s                   

image and encourage investment in China through a dual-track strategy that incorporated appeals to patriotism with                

promises of generous treatment and healthy profits ​[6]​. 
 

The UFWD and Business Today 

 

China’s spectacular economic rise in the years since has generated a vastly increased decree of economic and                 

social complexity. It is one of the jobs of the UFWD to survey, understand, and manage the ways in which this                     

complexity is to be organized, controlled, and represented. While the role of ACFIC has increased, the UFWD has                  

also allowed a proliferation of small industry-specific organizations, with two goals in mind: to account for rapidly                 

emerging interest groups, and integrate them into both the general political and surveillance system, and the United                 

Front system in particular. Among these organizations are the large number of newly founded provincial and                

municipal ‘chambers of commerce.” 

 

This United Front is organized along corporatist lines, and therefore creates or permits the creation of                

organizations—such as chambers of commerce—to cater to new social groups. In return for this license the UFWD                 

controls or oversees their administration. Potential leaders are carefully vetted to ensure they support the CCP, as                 

well as its key positions, even on external issues such as the status of Taiwan. Leaders are expected to publicly                    

support the party when called upon, to promote the goals at all times, and to extend the influence of United Front                     

work whenever possible, both at home and abroad. They are expected to use their personal influence and                 

professional reputations to model proper behavior, and to inform the department of the needs, complaints and                

thinking of their members. They are often able to use these political connections to solve practical problems for the                   

organization’s members as noted by Chau in his comments about the history of the Overseas Chinese Investors                 

Associations. 

 

The reward for those who pass UFWD vetting is clear recognition as political leaders, endorsed as reliable by the                   

party. With this trust comes increased access to government and party officials, as well as access to material support                   

for their needs, business and otherwise. If a business can help achieve party goals, then even more support is likely.                    

The benefit of membership for ordinary members varies but often revolves around the connections made with fellow                 

members. Political education is just part of the package. Amongst the most spectacular interventions to serve United                 

Front work was the CCP’s rescue of Tung Chee-hwa’s shipping empire shortly before his appointment as the first                  

chief administrator of Hong Kong following the city’s return to China (​The Independent​, November 24, 1996). 
 

 

 
 
 
 

https://www.independent.co.uk/voices/profile-tung-chee-hwa-chinas-secret-weapon-1354010.html


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
Putting Up a Front 

 

Despite the above, foreigners doing business in China may never encounter the United Front aspects of Chinese                 

businesses, because they might only ever deal with what they know of as chambers of commerce. In reality the                   

chambers are other side of the industry association coin, part of a ‘two nameplates – one office’ policy: ‘Industry                   

Association’ on one plate and ‘Chamber of Commerce’ on the other. Chambers of commerce provide a useful face                  

for dealings with foreigners, while associations allow the UFWD to discretely manage more directly political aspects.                

Considering the recent fate of the State Administration of Religious Affairs—a government ministry that was               

absorbed wholesale into the UFWD—we might perhaps expect to see the same occur to the chambers of commerce                  

(See ​China Brief​, April 24). 
 

Given the UFWD’s close oversight of all industry associations, their part in the wider United Front system including                  

the CPPCCs, and the desirability of becoming a leader in one, it would be impossible for any successful Chinese                   

business person not to know what they are or who they are dealing with. On the contrary, the more ambitious and                     

influential one is, the more benefits to be gained and the more valuable one is to united front work. As for Mr. Chau                       

and his association with the United Front, despite his denial of any involvement with the CCP, he appears to have                    

received the ultimate reward: an invitation to Beijing in late November 2017 to meet Xi Jinping himself (​Sydney                  
Morning Herald​, December 1, 2017). 
 

Gerry Groot is Senior Lecturer in Chinese Studies and Head of the Department of Asian Studies at the University of                    

Adelaide, South Australia. He has written extensively on​ U​ nited​ F​ ront work, soft power, and social change as it                  
relates to China and Asian influences on Western culture past and present. 

Notes 

 

[1] Simon Benson, “Chinese billionaire hits back at ASIO: I’m not a communist agent,” ​The Australian​  June 27, 2017. 
 

[​2​] For more information, see Gerry Groot, ​China Yearbook 2017​ , Ch.5 ‘Precarious Wealth’ (ANU Press, Canberra                
2018) p.163. 

https://www.thechinastory.org/yearbooks/yearbook-2017/chapter-5-precarious-wealth-the-search-for-status-and-secu

rity/  

 

[3] For more information, see ‘Provincial Overseas Chinese Investors Association Established: Zhou Zerong Takes              

Charge,’ 省侨商会成立 周泽荣掌舵 ​https://news.qq.com/a/20070721/001100.htm​. 
 

[4] See Gerry Groot, ​Managing Transitions: The Chinese Communist Party, United Front Work, Corporatism and               
Hegemony​  (Routledge, 2004) pp.76-84. (For more on the processes involved, see the work of Robert J. Lifton). 
 

[5] Additional details can be found in “The UFD’s “Two Nameplate” ACFIC/Chamber of Commerce Policy,” Ibid.                

pp.206-211. 

 

[6] For the most recent substantial work on united front work among overseas Chinese, see James To, ​Qiaowu:                  
Extra-Territorial Policies for the Overseas Chinese​  (Brill, 2014). 
 

*** 

 

 

 
 
 
 

https://jamestown.org/program/the-rise-and-rise-of-the-united-front-work-department-under-xi/
https://www.smh.com.au/world/chinese-president-xi-jinping-backs-controversial-australian-political-donor-chau-20171201-gzwvfy.html
https://www.smh.com.au/world/chinese-president-xi-jinping-backs-controversial-australian-political-donor-chau-20171201-gzwvfy.html
https://www.thechinastory.org/yearbooks/yearbook-2017/chapter-5-precarious-wealth-the-search-for-status-and-security/
https://www.thechinastory.org/yearbooks/yearbook-2017/chapter-5-precarious-wealth-the-search-for-status-and-security/
https://news.qq.com/a/20070721/001100.htm


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
The Lessons China Taught Itself: Why the Shanghai Cooperation Organization Matters 

By Abigail Grace 

 

China’s changing political landscape and the recent accession of India to the Shanghai Cooperation Organization               

(SCO) marks the beginning of a new chapter for one of China’s first self-founded multilateral groupings. First                 

established in June 2001 by China, Kazakhstan, Kyrgyzstan, Russia, Tajikistan, and Uzbekistan, the Shanghai              

Cooperation Organization’s initial activities were primarily focused on security, namely combatting the “three             

evils”—terrorism, separatism, and extremism (​Shanghai Cooperation Organization​, June 15 2001). This year’s            
leader-level summit marks the first instance in which Indian Prime Minister Modi will join the grouping as a full                   

member, introducing a democratic counterweight into an organization historically dominated by China, and to a               

lesser degree, Russia.  

 

Despite this unique constellation of actors, Western onlookers have frequently discounted the relevance and              

importance of the Shanghai Cooperation Organization (​Council on Foreign Relations​, October 14 2015). Highlighting              
internal dissent between China and Russia, few tangible outcomes, and an under-emphasis on strengthening              

economic partnerships, critics of the organization paint the grouping as ineffectual. Largely absent from previous               

outcome-focused Western analyses is a close look at the lessons that China itself has learned on advancing its                  

geostrategic interests through multilateral organizations. 

 

A review of the Shanghai Cooperation Organization’s activities reveals that China perceives the organization as a                

blank canvas to hone its own approaches to leading on the international stage. Chinese official newspapers and                 

netizens have described the organization as a forum for China to explore and implement a new model of international                   

relations. Moreover, official releases from the SCO itself acknowledge the need for the group to continue refining                 

coordination and organization mechanisms, indicating that China’s strategy for engaging the organization is evolving              

as the SCO’s issue set expands in scope. Thus, the current value of the SCO is as a forum for China to define and                        

articulate its interests, shape the focus of international institutions based on its own domestic priorities, lobby its                 

neighbors to adopt its approach, and codify those views within an internationally legitimate multilateral process. 

 

Creation of the Shanghai Cooperation Organization 

 

The Shanghai Cooperation Organization was preceded by the Shanghai Five, which was created in April 1996 by all                  

SCO founding member states, excluding Uzbekistan. The Shanghai Five’s initial mandate was limited in scope and                

focused on the demilitarization and clear delineation borders within the region (​Xinhua​, June 21 2016). Thus, China’s                 
initial step into this multilateral grouping was driven by a strategic necessity stemming from the collapse of the Soviet                   

Union and the need for clear territorial boundaries, rather than a broader plan to imbue Eurasia with multilateralism.  

 

From its first days, the SCO positioned itself as an organization premised on learning from the past. At the SCO’s                    

founding ceremony CCP Chairman Jiang Zemin stated, “facing profound lessons…each country’s people fervently             

hopes that humanity is able to take a step towards peace and development.” (​Chinese Ministry of Foreign Affairs​,                  
June 22 2001). In its early stages, the SCO remained primarily focused on counterterrorism activities. The intense                 

focus on this issue set was motivated by China’s need to elicit cooperation from Central Asian states in its campaign                    

to stem Uyghur separatism. Given the high population of Uyghur citizens in other SCO member states, garnering law                  

enforcement cooperation from Central Asian countries (many of whom might have been sympathetic to the Uyghur’s                

plight) was viewed as an important step in safeguarding China’s domestic security by Chinese Communist Party                

(CCP) officials. 

 

 

 

 
 
 
 

http://chn.sectsco.org/load/43485/
https://www.cfr.org/backgrounder/shanghai-cooperation-organization
http://www.xinhuanet.com/world/2016-06/21/c_129079194.htm
http://www.fmprc.gov.cn/web/gjhdq_676201/gjhdqzz_681964/lhg_683094/zyjh_683104/t4637.shtml


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
Broadening the SCO’s Aperture 

 

As time passed, and China’s grip on the security situation in Xinjiang tightened, Chinese officials advocated the                 

expansion of the SCO’s mandate. In 2004, official SCO documents began to increasingly emphasize the “further                

development and deepening of the SCO cooperation on trade, economic, investment” (​Shanghai Cooperation             
Organization​, September 23 2004). These preliminary discussions served as a precursor to China’s Belt and Road                
Initiative. By 2006, the SCO was highlighting the role of information and communications technology (ICT) in its                 

forward planning documents, and openly acknowledging that ICT could cause “serious damage to the security…and               

non-interference in the internal affairs of sovereign states” (​Shanghai Cooperation Organization​, June 15, 2006).              
Despite the gradual broadening of the SCO’s activities, at its core, the organization remained a regionally-focused                

grouping, which it acknowledged itself in its Fifth Anniversary Declaration (​Shanghai Cooperation Organization​, June              
15 2006).  

 

Many external observers have describe the global financial crisis of 2008 as a turning point for China’s view of its                    

place in the world. The SCO reflected this shift, as it began to broaden what had been a narrow regional agenda.                     

That year, the organization issued formal guidance on how external states could accede as dialogue partners,                

acknowledged the importance of the SCO’s work to develop an international legal framework for ICT standards, and                 

promoted deepening relations between the SCO and other multilateral institutions, such as the United Nations (UN)                

and Association of Southeast Asian Nations (ASEAN) (​Shanghai Cooperation Organization​, August 28 2008). The              
SCO’s work on ICT is particularly noteworthy, as it both presaged and proceeded in concert with an evolution of                   

Chinese rhetoric on ICT standards into a robust defense of “cyber sovereignty.” The complementary nature of                

China’s work in the SCO with its work in other multinational fora is underscored by its repeated efforts to use the                     

United Nations as a means to legitimize and extend China’s illiberal ICT governance norms across new domains                 

(​China Brief,​ June 5). 
 

Despite this expanded vision for the organization’s work, few concrete developments and new economic instruments               

emerged from China’s increased efforts (​Russia in Global Affairs​, August 8 2007). Onlookers attributed this to                
Russia’s distaste with former Soviet republics moving closer into China’s economic orbit (​Carnegie Moscow Center​,               
June 23 2017). Increasingly, China’s own goals for deepening financial ties with Central Asia came into conflict with                  

Russia’s security-centric priorities for the organization.  

 

China’s Changing Perception of its Role in the World 

 

As China’s perception of its own role in the world evolved, its expectations for regional engagement shifted as well.                   

The Chinese Communist Party’s 18​th Party Congress marked the beginning of Secretary General Xi Jinping’s tenure                
and a sharp shift in how China perceived itself within the existing international order. As Xi has centralized power and                    

his policy priorities have become paramount within the CCP, China’s foreign policy objectives have changed               

accordingly. Chief among Xi’s initiatives is to “unremittingly strive” for the “great rejuvenation of the Chinese nation”                 

by 2049, the centennial of the founding of the People’s Republic of China (​Xinhua News​, October 18 2017). The                   
practical implications of Xi’s pledge to achieve this “great rejuvenation” (伟大的复兴) are not straightforward, but it                
may be most appropriate to envision it as an effort for China to return to what it views as its rightful role as a leader                         

within the region. 

 

The foreign policy implications of the great rejuvenation are evident in China’s expanding economic engagement with                

countries on its periphery. China initially attempted to achieve these enhanced ties through the auspices of the SCO                  

(​The Diplomat​, December 5 2013). Despite that process’s lack of tangible outcomes, with the introduction of the Belt                  
and Road Initiative, China was able to build on the framework of bilateral engagement with individual SCO member                  

states to shape the group’s receptiveness towards Chinese investment. In September 2013, Chinese President Xi               

 
 
 
 

http://chn.sectsco.org/load/44410/
http://chn.sectsco.org/load/44410/
http://chn.sectsco.org/load/44887/
http://chn.sectsco.org/load/44930/
http://chn.sectsco.org/load/45582/
https://jamestown.org/program/cyber-sovereignty-and-the-prcs-vision-for-global-internet-governance/
http://eng.globalaffairs.ru/number/n_9132
https://carnegie.ru/commentary/71350
http://www.xinhuanet.com/politics/19cpcnc/2017-10/27/c_1121867529.htm
https://thediplomat.com/2013/12/chinas-sco-challenges/


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
Jinping delivered a landmark speech announcing the initiative at Kazakhstan’s Nazarbayev University. Focusing             

heavily on the historic links between imperial China’s dependence on the Silk Road and modern China’s need to                  

expand regional economic cooperation, President Xi delineated China’s past and future engagement with Central              

Asian states.  

 

As China has realized success with the Belt and Road Initiative (BRI) in its bilateral dealings with SCO member                   

states, China’s Foreign Ministry is increasingly linking BRI to the upcoming work of the SCO itself. Indeed, a key                   

deliverable for the 2018 SCO Summit was the “strengthening of ties” between the SCO countries and the Belt and                   

Road Initiative, which, “have been closely related…from the very beginning” (​Xinhua News​, June 9 2018).  
 

India’s Accession 

 

Although China has succeeded in gaining Russian support for the Belt and Road Initiative over the past five years,                   

India’s accession to the Shanghai Cooperation Organization introduces another actor, one that is keen to check                

China’s ambitions for regional hegemony. At the 2018 meeting of the Shanghai Cooperation Organization’s Foreign               

Ministers, India refused to endorse the Belt and Road Initiative, highlighting a fissure between the members                

(​Shanghai Cooperation Organization​, April 24 2018). Despite this public split, both China and India have used the                 
2018 SCO Qingdao Summit to highlight regional cooperation rather than competition (​Narendra Modi​, June 9 2018).  
 

Although India’s inclusion will undoubtedly limit China’s free reign to use the SCO as a forum to garner legitimacy for                    

its more controversial political positions, broadening the SCO’s aperture could position the organization as a more                

credible voice in the international community. However, on controversial issues such as ICT standards, India could                

constraint the SCO’s ability to forcefully advocate for Beijing and Moscow’s preferred positions at the United Nations.                 

In contrast to the SCO’s 2017 Astana Declaration, the 2018 Qingdao Declaration notably declined to endorse the                 

SCO’s 2015 ICT standards submission to the United Nations (​Shanghai Cooperation Organization​, June 9 2017;               
Shanghai Cooperation Organization​, June 10 2018). 
 

China’s Role as a Leader of Multilateral Institutions 

 

Altogether, the 2018 Qingdao Declaration totals two thousand more words than the SCO’s 2017 Astana Declaration                

and includes references to issues as diverse as infectious diseases, e-trade, Afghanistan’s peace process, the               

Syrian Civil War, international trade barriers, peace on the Korean Peninsula, disarmament and nonproliferation,              

state sovereignty, counterterrorism, drug-trafficking, anti-corruption efforts, and a host of other topics (​Shanghai             
Cooperation Organization​, June 10 2018).  
 

That China’s Foreign Ministry was able to lead multilateral negotiations on such an array of issues demonstrates their                  

bureaucrats’ attention to detail, diplomatic deftness, and desire to influence policy outcomes on a broad range of                 

matters, many of which may not produce tangible impacts for years to come. By building multilateral support for                  

emerging issue sets that remain underdiscussed within developing countries, China is benefitting from a “first mover”                

approach to international relations, where it is able to set the parameters and define success on matters that will be                    

of critical importance to future generations.  

 

As China’s own domestic priorities, clout within the international community, and approach to engagement with               

pre-existing international organizations shifted, its approach to the SCO evolved as well. The case study of the                 

SCO’s engagement with China’s Belt and Road Initiative demonstrates that, when stymied multilaterally, China will               

use bilateral mechanisms to generate support for its own priorities. Furthermore, although the expansion of the                

issues included in SCO communiques demonstrates diplomatic agility on the part of China’s Foreign Ministry, if the                 

organization focuses efforts too broadly, then it runs the risk of losing its ability to prioritize high-impact issues.  

 
 
 
 

http://www.xinhuanet.com/english/2018-06/09/c_137241789.htm
http://eng.sectsco.org/news/20180424/413326.html
https://twitter.com/narendramodi/status/1005418416231059458
http://chn.sectsco.org/load/290014/
http://eng.sectsco.org/load/443667/
http://eng.sectsco.org/load/443667/
http://eng.sectsco.org/load/443667/


China​Brief         Volume 18 • Issue 11 • June 19, 2018 
In the years to come, it remains to be seen if China itself will adhere to the Shanghai Cooperation Organization’s                    

pledge to advance this “new type of international relations” defined by equality among all states and domestic                 

political non-interference, or if China’s own “great rejuvenation” will impinge upon those in its periphery. What is                 

certain is that China’s engagement in the Shanghai Cooperation Organization has taught Beijing valuable lessons on                

how to form, shape, and engage “new models” of international organizations.  

 

Abigail C. Grace is a Research Associate with the Asia-Pacific Security Program at the Center for a New American                   

Security. She recently served as a Special Assistant on staff at the National Security Council. 

 

Notes 

 

[1] For examples of such discourse, see ​People’s Daily​, July 10 2015; ​China’s Communist Party News​, June 16                  
2016; and ​Baidu Zhidao​ , December 18 2013. 
  

 

*** 

 

Next Steps in the Merger of the Eurasian Economic Union and the Belt and Road 

Initiative  

By Greg Shtraks  

 

On June 9th, 2018 the Shanghai Cooperation Organization (SCO) held its annual summit at the Chinese seaside city                  

of Qingdao. The past three summits have been preoccupied with the impending membership of India and Pakistan,                 

but now that the two are full members, the focus has shifted. Both pre- and post-summit statements suggest that one                    

of the highlights of the conference was the unveiling of concrete steps towards the merger of the Eurasian Economic                   

Union (EAEU) and the Belt and Road Initiative (BRI). The initial merger of the two organizations was announced in                   

May of 2015, just four months after the EAEU’s launch, but there has thus far been little visible progress of                    

integration. Still, over the last three years the EAEU and BRI have gradually evolved and the announcement of actual                   

projects can be seen as a victory for both China and Russia.  

 

The Eurasian Economic Onion: Many Layers, Few Nutrients  

 

The EAEU was ostensibly created as a Eurasian alternative to the European Union, with the goal of building a                   

common market without internal barriers. Despite its name, the EAEU was envisioned by Moscow as a geopolitical                 

rather than an economic animal. It was to be akin to a new Commonwealth of Independent States (CIS), but with                    

real, functioning institutions whose main organ, the Eurasian Economic Commission (EEC), would be headquartered              

in Moscow, while a new Court of the EAEU would be based in Minsk, and a financial regulator would make a home in                       

Almaty (​cer.eu​, March 16 2017).  
 

Although these grandiose dreams have not been realized, the EAEU does have a well-structured institutional               

organization, which is perhaps the greatest advantage it has to offer the BRI in any potential merger. The EAEU’s                   

most important decisions are made by the Supreme Eurasian Economic Council, which is composed of the heads of                  

member states, while a secondary level, consisting of prime ministers, roughly corresponds to EU’s Council of                

Ministers. Most of the day-to-day bureaucratic work is conducted by the EEC (​Russian Analytical Digest​, May 3,                 
2016). These bodies could potentially streamline policies and facilitate the construction of the infrastructure              

envisioned by the BRI. They can also enact and enforce the various legal arrangements that may be agreed to as                    

part of an EAEU-BRI merger.  

 
 
 
 

http://paper.people.com.cn/rmrbhwb/html/2015-07/11/content_1586050.htm
http://cpc.people.com.cn/n1/2016/0616/c64094-28448627.html
https://zhidao.baidu.com/question/744146497948475372.html
