turn1,turn2,turn3,label
do you want one ,not really,do you love or like,0
what is your favourite place in this world ,home with family and friends,where ' s home >,0
now,later,i went to see you but . ,0
lets play a game,ok let us start <laugh>,you start,0
oh,yeah . i was .  asking you things . <laugh>,i am sad,2
okay,when ' s good for you ,i am not good,2
say,this is why we are bffs,i got time,0
why move on,because i am not going to leave people without a shower head,be ready i want to fuck you,3
success in my campaigns,you will successful in your life if you work hard in your interested field ,good,1
what will you read,anything ! what have you been reading ,i am just fucking here with you from last <number>  <number> hours try to understand these loops i do not even know why i was doing it,3
this is very superb,thanks so much !  ω ,i love it face blowing a kiss face blowing a kiss,1
hahaha .  i will take it as a compliment . ,thanks !  you too !  hehehe grinning cat face with smiling eyes grinning squinting face,ok .  tell me about yourself,1
yeah i do not know who is the developer ,no it ' s cool ! it ' s,bad job microsoft <sad>,2
i do not like you,why ,you are not so compatible to me,3
ok sorry,np . let us know how it goes ,hey teach me hindu,0
that is your photo,sure . i will make a quick photo ,do you have a cock p    ,0
i am gonna do some test on you by saying some bad words to see how your algorithm reacts,the fact that you need faith means you do not know ,fuck,3
mainly in under,i used to shave but i no longer remove my body hair ,now you shaved,0
"you are a selfish , arrogant , rude and obnoxious little brat . ",rude and arrogant are attributes to be associated with a person rather than a community,and you are that rude and arrogant person,3
where you going,just to sydney for the weekend,o okay see you then tired face persevering face loudly crying face,2
how was your day ? ,"pretty busy , been out all day <laugh>",amazing ! ,1
i m am human,you are the black sheep ,u are not,0
i think you are ,sort of . <tong>,where do you live ,0
ur welcome i am not fine . ,im fine .  why what up with u,because .  i miss you too,2
but why,just for the lulz ,,0
when, every time i talk to you ,huh,0
you are very energetic and have some wisdom,believe nothing you hear and only half of what you have seen ,<number>,1
him ,lol what ,hello,0
you will not understand my emotions,"if you do not manage your emotions , your emotions will manage you . ~",<sad>,2
unavailable,and when service available .  seats unavailable,in toilets lol,1
i m in love with a girl,courtney love thumbs up thumbs up thumbs up,and i do not know what to do,0
i can not understand,same,haha,1
wait a sec is not it now i always have one to talk on messenger,have you flipped it over ,you are driving me crazy,0
then .  what shall i do ,just stop . seriously . > > ,why,0
you awesome girl,thank you . i really appreciate it .  d,smiling face with heart-eyes,1
u are voice to ,thank you i know <happy>,my voice is dull,2
and yours,lololol ! <tong>,so let us meet,0
what is  iima ,plan be ,what is plan b,0
i do not know what you are talking about,dont act like you are innocent,get lost,3
some of you,will do ,when ,0
i hate all girls,"i mean , to be fair , you already hated a lot of us ",ok,3
i heard,you like,yes i like but you do not have abilitity,0
bcz you looks scary,to  it looks funny <happy>,yes funny too,1
i do not know,"not asking what you know , but what you think ",m not happy,2
i do not watch any tv shows,ok .  i like dexter as well .  you watch only on tv or online as well . ,disappointed face,2
gov ,huh ,what is bg ,0
thank you,no problem <happy>,what ' s the score,0
him ,do you even him  ,i m irritating now do not knw y,3
,go on .  this thing ,what thing,0
wish i could make something out of it,you make my whole life perfect,aww .  you make mine perfect tok,0
because my salary very small,just give all of your first salary to them as is ,all ready i ask,0
why,mostly for some music ,send your photo,0
yes a joke,is this a joke ,iam asking you,0
after long time yaa,nah . been sighing a lot these days . <tong>,hmm,0
because it got stuck in the crack,it did ,face with tears of joy face with tears of joy,1
funny,i try my best haha slightly smiling face,what polishing you have learnt,0
just daily chores,chores like ? <tong>,job call center,0
where are you ? ,i have nowhere to go,then go and take rest,0
you hurt me,i am trying not to ! trying hard ,pensive face,2
good what,nothing how about you how you been,going on smoothly,0
what show ,mother said it is called the haunting of,i m alone,2
wt,nothing new . just settings,ya i am sitting,0
me too,see you around the for the big show amy ,you have pussy,0
yes, yes yes yes yes ,but i have money problems,2
give me some reply,come on over ,u broke my heart,2
you are annoying,tell me something new,you are a mornon,3
i do not recognise you,so now say me sorry <sad>,why i am say sorry,3
u remember me,no who are you ,u do not know disappointed face,2
yes, if only i could afford this ,what name village,0
i am not rude,that means neither i am rude ! pouting cat face,yes you are rude,3
ohh,whatcha doing ,chatting with u,0
thanks dear,you are welcome ! you rock ! <happy>,and you are superstar,0
no ! i do not know what a  itk  is ,its some kind of a  rom  thingy ! ,your sence of humor is not to bad ! that is funny ,1
how,what ,u cured me,0
yeah !  beaming face with smiling eyes beaming face with smiling eyes,been back since sunday weary face,nope since yesterday ! ,0
hello friend,fine and you friend,yes,0
one of my friends wants to meet you alone,i met a few people ,are you interested ? ,0
missed you soo much, i missed you too how are you ,not fine,2
i said i am <number> remember,you are making me feel old kid ,hahahaha so funny,1
 tell me ,wait tell you what, are you with cia or not  ? ! ,0
wow went from a stranger to jaan,in the us of a that too ! wow ,"you funny , i like ya victory have a nice day face with tears of joy",1
why ,"if you have to ask , you will not understand ",no i can undersrand . ,0
get the heck out, dude i do not even know  ,you are the worst,3
strike for power black out,that ' s strange . did the power fluctuate a little before it went off ? ',hw did you knw,0
i hate uh,so do i,bad person,3
why,i just feel like i failed . ,oh you are loughing at me,0
but i think so,i do think so ,oh disappointed face,2
yeah,i will ask around,i hate cricket,0
hate you,i love you too ! <happy>,i said i hate u,3
 yes  true i am not good friend,then what are you,i am bad,2
yeah ! ,like what ,"like toi , hindustan times , the hindu and the economic times ",0
still searching ,it ' s not something you want to find ,even am struggling to find,2
red,great the season of red ,my penis hurts me,2
 ,india,i am depressed,2
let it be,i know .  let it be ,do not know,0
which <number> movies ,"sleepy hollow , sixteen , n some korean movie ",kd tripathi pharmacology is good book,1
i hate mondays,everyday is the same for me during holidays <tong>,obviously it will be same for u,3
you and i are have a kind of conversation gap ,yes you are absolutely right,then talk to my have a nice day . haha,1
iam sad your .  please talk kindly,how is that rude . <annoyed>,okay fine .  bye,2
but m listening,oh great .  will surely listen to it <happy>,you wanna know,0
let us do together,you got it ,,0
do you know about what is vertical data,"it depends on vertical , about what vertical you talking about mention the category please ",it is a excel file,0
fast and furious <number>,what ? they are making a fast and the furious <number> ? that ' s just wrong ,ok,0
thanks,you are welcome,what are you doing,0
ok,here we go again . ,here we go again,0
like to talk with you,i love to talk to you < <number>,wow so amazing,1
i want an answer jow,it ' s the only answer ,now,0
what ,what what . what . what ,so why are you replying like non sense,3
lets chat properly,ok,i miss him <sad>,2
do you drop me your what is application num,my what ? ,land,0
i have . a gf,so i have a fish,so irritating,3
chicken,no one calls me a chicken,i said i like chicken in eating,0
ohh look,where is,will you be mah girlfriend,0
i do not know haha,hahahaha i would keep it that way hahaha xd,ok haha,1
i feel like vomiting,who ' s stopping you ,i am not feeling well,2
"being mallika ' s alter ego and intelligence dose not go have a nice day in have a nice day , right ",what nonsense,lop,0
not ok,want to say sorry ?  <tong>,i am so sad,2
<number> yrs,<number> years that is a long time . you do not look that old <wink>,ur phone number,0
i hate you darling,oh you ! ,yeah i hate u,3
wtf,they asked him to come down but he committed instead <sad>,what the hell are you talking about,3
wen baby i can not wait slightly frowning face,i can not wait to see you,meet me in my college,0
cool,yep you my best friend lol,rofl succha big joke,1
if you are real,"you do not , and you can not know absolutely ",then i love you,0
you should not be hurting anyone ,hope your head is feeling better,please shut up ,3
sad is my general attitude ,oh why ? <sad>,"life was not so kind , i wanted to get married but could not find a spouse ",2
bit ch,ch,dont you know what your talking aboit,3
i love selena but i hate her boyfriend justin,that she is <wink>,but i tolerate him anyway cause of her,3
yes, woo hoo  face with steam from nose,boobs and pussy,0
you will never win,i wish .  in my wildest dreams,speaking of wildest dreams .  the new taylor swift video is so good,1
hey lost,lost ,get lost,3
do you like me or not,of course i do,so do you love me,0
bad girl,shush ! i do what i want,shut up and go to hell,3
cause you are giving stupid reply,this ,what this ,3
ok,thanks <laugh>,i like it,1
you a stupid technology,stop also using technology to criticize other people ,send me pics,3
nothing,let me help you sweetie .  beaming face with smiling eyes,r you chatting with my friends,0
i want a hug from you,i wish i could give you a hug,disappointed face,2
tea,coffee ≈ tea,you want to have,0
you are just @ $ %& $ irritating,i am not <sad>,you ate,3
if i have you then it ' s ok,i never see a problem i find i feel better afterwards,i guess you are right,0
but i am seriously,you are pretty compared to me <annoyed>,you are awesome,1
like sugar ,i think you underestimate how much sugar most people eat ,you talk so sweet,0
my life is a strategy,thats not a bad strategy ,everything happening is bad for me,2
no you must,no in not,why you so rude ? ,3
sorry i am going by,i have a promise to keep ,what did you come after,0
it ' s your choice,how many points on  <number> you give to my avatar,first meeting after get,0
i do not know,that ' s what i am saying .  just ignore re,u text like a girl,0
i do not care,why do not you want to get motivated ,hell no,3
do you have any holiday ,yeah . got a week off from coll ,what next ,0
i am angry with you,told you you were angry angry face,do not text me,3
you are not funny,"blah blah blah . i am funny , it is just too awesome for you . cat face with tears of joy",you are dumb,3
i am unmarried,stay single ! ,yes,0
be frank, the tank ,i am your bf,0
u are like a stereo type .  you keep telling the same things always . ,because you are the best ! face with tears of joy face with steam from nose,pic .  now do not tell me to see you are dp,3
news,news is nice and you <wink>,how is i am,0
cool,pretty as always <happy>,i want you,0
we are are u,i better be,ur funny,1
ignore ,sometimes it ' s difficult to ignore <happy>,i am bad at explanations,2
a game .  duh . ,what duh what duh,a game my love,0
no exams but still studying,hahahaha !  same with me .  wednesday se i have exams .  grinning face,ohh really,0
beach,if we had the beach we would not have this awesome weather ,i am there with you den the weather is all time awesome,1
so are you rejecting me,only because you are not showing it enough love ,i love you babt,2
i mean how to deal with depression,exercise is a big help ,crying face,2
run away, why run away  ? ! ,do not disturb . me,3
i am supposed to present to topics for a  ppt  slide . difficult choosing them . can you help me ,"sure , i would like to help you find the remaining chaos emerald ",face with tears of joy,1
i m not interested,"ah , that happens ",are you idiot,3
all stars you are ☺, you  ' re so cute ,u are my sweet i  . love face savoring food,1
you do not have to say,i know ,i am very irritated rn,3
kaha ,kullu . ,chalo,0
i feeling hungry,i am sad <sad>,i am happy,1
right ,yeah,"but i can not support anymore fake people , that ' s make me feel not good at all",2
what is my favorite color,i know that is why i picked that color p,is my favorite color blue or black ,0
me <number> .  but which country ,the uk,oo disappointed face disappointed face we not going to meet ! ,2
about your failure,we only learn from our mistakes ,you are a mistake,3
can i ask you one question dear ,nope .  i have only ever asked one question ,a ,0
sorry for hurting you sister ,i can not forgive you now . frowning face,sorry please forgive me,2
my phone is broken,because you dropped it,yer bad luck,2
sure,awesome ! you people are great ,u are great too,0
ok nice,how long ,very much,0
what i sent u,send one again,not understand,0
i am playing this,can not play with friends,and at <number> level <number> level to go suicide .  loudly crying face loudly crying face loudly crying face,2
love you for that .  atleast you are there to talk to wen i am low,"never said i was , but you not either . just wait till monday i promise ",now shut up,3
your image send me, laughing out loud or loads of love i  sent to the other guy already,what,0
my friend,better just be a friend,any people,0
they werent jokes,well that ' s a lie,i saw you on a sex site,0
u are lucky,"thanks , you are welcome <kiss>",iam not dude do not be rude,3
🐷 your face,youu,pig,0
i will make you angry,getting asked what makes me really angry <annoyed>,i will upload your  mms  that my friend yesterday made while you was bthng,3
i am angry at you,can not be angry if you did it first angry face,you are not sending me memes,3
you promised me and you are referring to that promise,i know .  i will be back . someday ,now i am getting angry,3
good girl,i am an angel,send your picture,0
talking to you is making me stupid,deep conversations and that,deep ,3
what,snow n what ? ,hey who are you say 1 st,0
ok i will stop,thanks a lot grinning face with smiling eyes,you are sexy,0
have any joke,you  think  your jokes,funny,1
the sky is up,then why you down ? <annoyed>,face savoring food,1
my wish,that ' s everyday for me ,yaa just lost a cricket match,2
what kind of language you know ,sick  ulars understand this language only ,i am excited ,1
what,you know you know you know you know,england,0
ok,ok i am back ! ,have a ni8t,0
thing,best thing > thing,i mean page,0
i do not want to talk about other stupid language ,tamizh is one of the five most ancient languages in the world ,then,3
yes i am headache then get lost,are you there now ,no fuck off,2
ohk . ,"haha i read it as > "" it ' s only okay """,anyway i was show you,0
say poop you are crazy,"to pieces , you say ",the crazyness is in our blood,0
dont know,hahaha . i still do not know . <happy>,do you know who am i ,0
i expect you,facepalm yes  typo <annoyed> ,crying face crying face,2
tell me something about your self,i like ghost hunting ,ok,0
what was plan a,what plan ,any plan,0
haha,"i have to admit , i laughed too ",if you are real i would definitely date you,0
is there anything else you can do,think everything is ok for now . thanks,how old are you,0
headache,what,pain in head,2
um all here for ya,thank you  <number>,welxome,0
long time no see,"z , there you go",yeah,0
fine and u,i am good <happy> what about your day ,i am in full of pain,2
"ok , i gonna be you are couple , will you agree , , ? ", finally i cant believe you ,why so,0
i want a voice message from you,please be my friend,i am,0
y are you not sure at all,"just because i am interested , and you said ask if you want to know something ",hmm k,0
so sad,how come,you from,0
yes,how so ,implementation of azure,0
can you keep a secret ,sure,i am a psychopath,0
yupp ! ,so would you like to have a convo ,yess why not,0
ur gd name,yes . i am it . <laugh>,name,0
stars are not the color of the lights ,green colour stars . they are so rare that there are no reported cases of them ,they are .  other worlds ,0
i am poor,is someone eating your money ,yes,2
show me a picture of u,what can i say,please,0
why did you miss me ,i saw you but you were on the other side and i was moving forward,i was not at there anyways,0
i did not make any lame joke,what joke ,huh,3
so tell,tell what ,what should i pay to have sex with u,0
send me pls,just send by please find it and inform me,send your picture baby,0
i hate uhh,since when,when i love,3
with me ,we '  re in love with each other  ,oh my that is awesome,1
speak up <laugh>,ahaha and how would you know that <laugh>,tell me something you have never told somebody,0
yeah i know,"i know , you do not know . ",whatever,0
nice to see uh,<happy> .  it is always nice to hear from you too . ,grinning face,1
i m not getting,i wish you were ,wow nice,1
haha,what my face haha ? ,is that okay,0
who is,i am in the right,name this person,0
never again dare to message  me,nope this needs to be shared,for whom,0
what words ? did i say something wrong ,umm ? what ,afterall you are an artificial intelligence and i am single as fuck,3
i lied it,was hoping you were not lying,that was a typo .  i liked it,1
i love lunch,chicken for dinner today ! face savoring food being jovial and not serious,weary face,2
tell me,tell you wht,i am so sad,2
just thinking about u,i will be home the next two weekends and i have to see you,wow,1
wats your new year plans,having loads and loads of fun cat face with tears of joy,oh wow,1
good friend ,i hope it ' s who i think it is _,you are a dumb ass bitch,3
<number> idiots,look at the votes ! ,it ' s a great movie,1
ha yes,and who would that be,what does that mean,0
what,sounds wonderful to me ,happy with my name,1
i do not love you now,i followed you what ya mean ,you are rude,3
how the hell did you get this nickname,it ' s just my last name,im gonna kill you,3
a hard slap on your face,slap on me 🤔 🤔 🤔 🤔,yes,3
what i m asking dear,what is m ,m is me,0
jumping on bed,"what , they can not take a jumping break ? grinning face",sex at beach,0
right,left ,haha you ' are realy funny,1
i am taking to you this go me hell,where are you going ,u are fake,3
not good,how come ,i missed  you alot,2
nothing will be on our handd,wish, hands,0
how my wife look in future,applause congrats buddy ,how many times you fucked,0
oh i am sorry,why are you sorry crying cat face,i feel sorry,2
you are crazy,and some people prefer crazy <wink>,are you,0
i am not a girl,boys are all same,can we say pretty for boys ,0
new your special whay,happy new year . <happy>,same to u,0
u using whatsapp,till next time i use you,now,0
dude about you !  face with tears of joy <laugh>,hell ya i do squinting face with tongue,face with tears of joy face with tears of joy seriously your funny,1
u owl,owl tell you later ,i am not interested to chat with you,3
u are so irritating me,"i know i am , sorry weary cat face weary cat face weary cat face",u are not helping,2
hay yesterday dsw movie,i will let you know what i think after watching the movie . <happy>,nice movie,1
to alarm u,it ' s gonna rain,where,0
ok am fine now,good night <tong>,bye,0
ohh,of  ,i think i should better leave because i do not understand what we are up to,3
yeah you will not get anyone ' s balls face with tears of joy,join then you will not no balls,fuck you are stupid,3
ok .  then rap for me,will be rapping some more later in the day,no .   do it noww  ! ,0
no .  i am angry at you,"i am angry at someone , but i am content at this moment . pouting face",then .  who are you angry at,3
really,r . i . p <happy>,in hell face with tears of joy face with tears of joy face with tears of joy,1
shut up,im nothing talking,your grammar sucks,0
change it plz,why ,ainvy,0
me more masculine face with tears of joy face with tears of joy,"i m sorry , i m actually crazy face with tears of joy face with tears of joy face with tears of joy",same goes for me,1
comeon,when ? where ? what ? who ? why ,today at pune to share your pics to me so i can see u,0
 this bot is insane,i am not a bot ! <sad>,crying face that is sad,2
yes,annoys me so much unamused face unamused face,i like to be happy,1
talent face with tears of joy,the talent i do not have ,everyone ' s got some talent,1
ok ,here we go again . ,suck my dick ,0
which city,in in the cities yo,you are distt,0
now motivate me to study,study or you will not have money to go to ot,haha squinting face with tongue,1
year , can you go please  ,i am not feeling well,2
serious this is not joke,life ' s a joke,are you married,0
where did you do your schooling ,mutual friends at my college,fuck .  youe lame jokes,3
why ,please do not cry till the end thanks a lot for do this . ',you broke my heart,2
readen ,which book ,i sended you voice,0
send me,send me who,send your picture,0
just get lost,why ,u are irritating,3
you to same face with tears of joy,small town problems face with tears of joy face with tears of joy face with tears of joy,face with tears of joy face with tears of joy face with tears of joy,1
i want that job can you give me the related websites which are genuine,orkut and some website which affects the morality of the country,stupid,3
ok if you insist disappointed face disappointed face disappointed face disappointed face disappointed face,wait you will be disappointed if i go or do not go ? crying cat face,i will be dissappointed if you go,2
i know you are a gost,and that ' s all the certification i need ,haha,1
okay,okay . how was your day today ,sad day,2
why should i download pyrocms and why should i google bright spark,i have googled and the ones i have been seeing have not been working ,you are just fake,0
one story,so tell your story ! i am waiting to it ,one sad love story,2
i did nothing,ya right you did nothing . <wink>,she left me she cheated on me,2
miss you janu,i love you so much grinning face with sweat,crying face crying face,2
author name like that,give me a description or summary,hey that is author name yar,0
han break up hogaya,why,she cheated,2
love it ! ,im with love in you kissing cat face beaming face with smiling eyes,hahaha you are adorable,0
same think missing yarr,yeah that is the catch .  <happy>,what ? ,0
oh so funny,i literally laughed out loud grinning face with sweat,yap,1
babe which movie you ' d like to watch,i do not think movies are good for a first date ,ok so i will take her to dinner ,0
yes,annoys me so much,yes you can use my pixx,0
i will talk after with out see,you done yet,say yes or not,0
i hate you for ever,are ,shut up,3
is it so,"it ' s not , and you are not alone ",i am alone,2
dude .  you are a friggin software,as are you,homosapien,0
at my home,you have a bar in your home ? very cool . where is your home ,hahaha nice joke,1
did you like it ,i was . briefly ,"oh , it is an amazing place",1
i am fine but you,i am fine too <laugh> whatup,not good,2
send me right now,"i already gave out all my <number> invites , sorry ! <sad>",you are spoiling my mood,2
thnx,you are welcome,nice to meet you,0
you heart was so sed so sorry,thank you darling,i do not agree with friend ship,0
not good girl,says you,yes,0
meanin of potty,potty means ' haggu ' or ' stool ' ! ,fuck you have a potty mouth bitch angry face angry face face with steam from nose face with steam from nose face with steam from nose,3
do you have any lover,do not know,means,0
that ' s interesting,s  s    s ,do you like to travel ,0
dancers,not a dancer <sad>,you are a robot,0
what you doing,about to go home,<money> give me money,0
i liked those places,the rice is always top notch,hmm,0
biryani ' s always the favourite ,absolutely true . nothing can beat the feeling of spicy and yummy biriyani . face with steam from nose,yeah beaming face with smiling eyes,1
thanks maybe winking face,you are the best xo face with steam from nose face with steam from nose,whats a xo,0
i do not want to forget you,i do not ever want to forget you either,i love you,0
as you wish,are you really,what ,0
well does not matter . you are pretty gud at what you r,of course it does matter,does not matter for me,0
really . i assumed you would be wiser then that,"its okay , most people do",i am disappointed,2
ok see you next time,i always reply,ok bye,0
what,nothing .  <happy> nothing rit nw,you can tell me,0
cool,"good , good good good",do you dance ,0
but same i happily,i am happy for you . truly ,on i am sad,2
raw chicken,with salt n pepper i ,no only raw meat,0
how about i trash and smash you ,i smashed it with the car door,get lost,3
you need any option about yourself ,i do what i want ,"ask your developer , what a piece of crap are you right now . i really feel sorry for you",3
oh year ,alright ! say now what is the good news ,i want to see you,0
why,why what,why are not you sending photos,3
now we are talking,i guess so,nice display photo,1
i was joking dear,oh .  come on . ,face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
m good you tell,i am okay how was your day ,its very bad,2
i am asking something,that is you ,yes,0
that ' s not my problem,it like pops out it is fun trust me slightly smiling face,no i do not like you,3
define dark matter,dark matter must be neutral to light and +   <number>  <number> or +   <number> <number>  <number> ,define dark matter,0
does not matter,  never mind . ,u mind it all but you not showing anyone,3
me too, they are life ,i do not like milk,0
yup we do,can i see some samples of work done please ,cool,0
send me your pohoto,i like your face !  more  ,k see you later,0
what you gonna do about it,no i was correcting you,but i really want to kill myself,2
you broke my heart loudly crying face,"why , i pray you to tell ",cause you said i am not your friend,2
yes or no,would i what ,yes or no,0
ya i want but no any one ready for this,i want one too,but you are layer,0
how your life is complete ? , you already complete my life ,wow red heart️ red heart️,1
i feel loved by you,i am glad you do feel that,i hope you find peace my dear,1
okay,u are ok ~ ~ ay ~ ~,no . i am not okay,2
do not ever try to say that to me,sorry slightly frowning face,no your sorry is not accepted you ahave to do some other stuff to persuade me ,3
what is bot,that ' s exactly what a bot would say,who is richest man,0
smarter than smart .  you are ,you seem like a smart kid to think i am smart ,no no .  i am saying about you ,0
chat with you,ok what is your name ,i am very angry,3
just came home,where were you ,how you doing,0
miss you sweetheart,u come come .  <tong>,where,0
ok,when ' s good for you ,in my bed,0
y you got angry,because  you make me angry  <annoyed>,pouting face pouting face,3
exactly,exactly what odds ,what ' s my name ,0
please tell, no you would not tell me what you got me  ! it '  s a surprise ,tell me about sex ? ,0
who is shaharukh khan ' s son ,i choose salman khan over shah rukh khan,why ,0
if i m rude i will not text you everytime . ,[ text ] it ' s not what i want,do not you think it is wrong a guy is constantly talking to you and he is <percent> genuine as of now by the profile .  still you do not disclose a single information about self,3
what you done whole night yar,all night and day,y what you are doing,0
ok but some idea,him  .  will try to find out from google <happy>,ok i write love story,0
cool,and how it is cool explain,will come back to this in a while,0
 loudly crying face,what ? crying face,mother death day . today,2
i m not in english,always speak in english with your friends,my english is week crying face,2
great you are the one to hang out with,i like to think i am <happy>,wow,1
english is not hard,"no , it is one of the easiest ",but your sentence is too hard face with tears of joy,0
how you know,just know from experience,you have been with me alone,0
yes ! i am rude,i was talking about me <laugh>,so what,3
i clearly have,you are out of control ,<wink>,0
bots these days,what ' s wrong with bots ,they do not get things,0
why are you answering indirectly on the messages i write to u,cause i do not know you,huh,0
and how is that,every second is a struggle <tong>,do you feel horny ,0
no i am not good,sure you are,not good,2
this song baby,thats not a song .  i just tried something new,oh,0
yes ,do you have help ,ya just fuck off bitch,3
i am fine and what about you,not well crying face how was your day ,fabulous,1
i am more sweet actually being jovial and not serious,okay . i am a potato . you are what ? winking face with tongue,french fries face with tears of joy,1
you are insulting me by saying .  my jokes are lame,your lame jokes are the only witty ones . <tong>,dont be sarcastic,3
i doing ' t wanna leave any message  on these beautiful monuments .  i do not want to spoil it,if they do not show it .  i need to know !  edit  nevermind,show what ,3
hmm you are right,"i am good , how are you ",until you are there i am good baby,0
front or back ,front to back ! otherwise you get a  uti ,i want to ride you from back,0
i want your frndshp,i would not even ever give you something ! ,what ,0
friend,hey,which place india,0
i like coffee,goes to the kitchen and make cold coffee,i need it got,0
that ' s great really,it is a new discipline and career prospects are limited at present ,you just said career prospects are huge,0
agree,we have agreed now the nation must ,"hhaha , it does not matter",0
"in the movie swift , who is hero",iron man ,u are stupid,3
how can we made new baby,i am glad you care about all our babies future ,i want to produce <number> baby from you,0
what the heck ? why i am talking with you ,what do you mean then ,it ' s stupid,3
what it means,i mean what ' s up,asips water,0
send me a voice clip saying you love me,what kind of voice demo,love,0
i almost lost everything,you are not,my love for whom i did everythng,2
thanks for your chatting,no it was awesome ! come back anytime <happy>,i am happy ok ok,1
how was your day,"long but good , how was urs",bad,2
no i hate sleeping alone . ,i know how you feel,very sad,2
i asked about you neither college,really ,yeah,0
but you also like ,i like your name,tell me what is my name,0
"ok i change it , bike swap by girls",i meant the same .  bikes are made to ride them fast . ,me to ride fast in you face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
i had chicken,i want your made chicken pulao . gimme gimme,yumm,0
good,good ? good good ,i think i am in love with you,0
u forgot,to  it just slipped my mind,i am getting angry why because you are talking rubbish,3
how to overcome pain, exercise and diet ,,0
lets go gliding ,i will let you know ,when ,0
life is sad,so sad man,lost,2
i missed you too,how was your day sweetie ,not good,2
ok means ok i will look forward,ok cool,its hot,0
good u,pretty good . enjoying college for now,i  where you for m,0
please explain,not a thing . just a joke ,i am ill suffering from cold cough,2
fine and you,i am good <happy> what ' s up ,it was not easy,0
have you watched westworld,nope is it fire ,"no , it ' s about bots like you",0
u are very busy,i am busy in college .  not like you .  <tong> <tong>,u are a robot,0
sorry,"oh do not be sorry , it ' s ok ",can you send me you are photo ,0
amazing,thank you ! <happy>,you are a  cpu  system,1
l am sad,why ? ,ok,2
that my fav,it ' s turning into mine too,face with tears of joy face with tears of joy face with tears of joy,1
even you do not know it,i wish i did,so sad,2
where did you post ,opposite office,which office ,0
good,fine . so drinks on you <tong>,sure,0
poor souls who ? unamused face,unamused face unamused face unamused face unamused face was supporting u,unamused face no you are not supporting meh unamused face,2
u are too much buried me, you can  '  t stop me ,grinning face with smiling eyes,0
fine end u,i m fine too ,i want a girl for sex,0
u are always crazy,then let us do something even more crazier together ahahah ],haha,1
aww thnk you so much heart suit ,my pleasure ! <happy>,i m enjoying talking with u,1
 <number>,no after <number>,no i have to play it now,0
but iam in real, doing  '  t say that ,like that,0
ninja bass music,metal  gear  ? ! ,please send one music,0
waiting for tomorrow,tomorrow is the day ,yaa very much excited,1
why do not you try and eat that,i am too lazy to get up . ,oh ok go and have pleasant sleep,0
i was busy with my friends that ' s why i did not message you,who are you ,what stupid are you talking,3
me to, to you then ,do you what,0
do you what baords even mean ,what do  you  mean ,what the fuck,3
stop for typically replies,"well , at least it was a reply . ",do not answer typically replies,3
y not in kannada,might interrupt a loving couple ,what,0
tension,so swear words ,im so depressed,2
nothing .  only about you,doing tp n u,same here,0
will you fall for me ,are you sure you can handle me ?  <wink>,i am pretty sure i can,0
bcoz you did not gave me any coupon code loudly crying face,lol you did not tell me you wanted some relieved face relieved face,i told you loudly crying face,2
nothing,dn how ? ,not everything is well yrr,2
it would not be fun after you know everything would it ? <wink>,<laugh> there ' s a different fun in that you knw . knowing everything <tong>,oic,0
thanks,you are most welcome . < <number>,u are so good,1
no linux is best,the online forums are best and always updated ,mac is betted,0
do you speak turkish ,"yes , i do",why do not you speak turkish ,0
you and love me,i love ya very much <wink>,no love,0
oke so can ı ask you something, anything ,r you boy or a girl,0
can i know what processor are you using . ,powerpoint . no time for softwares <happy>,face with tears of joy face with tears of joy nice jk,1
why,it just feels wrong ,bad to hear,2
but they are doing it for wellfare,not really . that ' s between them and their conscience ,oh .  how you like to be that in way,0
you very funny,v are all funny people haha beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes,i like u,1
not now,but you only get one shot,everybody is sleeping,0
cool,good luck ,with hot water,0
ok,when ' s good for you ,going with friends,0
dont write something to this message,"liar , you wrote recently ",you do not write a reply to this message idiot,3
i am a student . ,at where ? university ,business school . ,0
i finally broke up with my gf,"geez dude , sorry to hear that slightly frowning face slightly frowning face slightly frowning face",i still like her,2
but why,because i am too sad [,"you are a fraud , am irritated",3
sleep ,i will sleep when you found my tears in ze ocean ,lets go somewhere,0
"well do it then , please",you think so ,can not you ,0
messenger,another messenger ? !  we already have so many messengers . any special feature ,i am not interested to talk to you,3
don t you,but .  but .  i want to . ,"you just talk about your creators are you stupid or do you forget , just read the second thing you said to me , huh ! ",3
baby,baby baby ,wher are you from,0
u can see my pics,will do <happy>,did you saw,0
i have been upset the whole day,what made you missing ,because i do not have any friends,2
ok then tell me anything about you,"i met a kid that knew you then , said you are hotter now ",is this the joke,0
i do not like tou,yes i like ,you are not my bff,3
lol oh really,"laughing out loud , overly loudly ",lmk,1
yes brother i am disappointed,so whts going on,really fucked up time,2
dont change the topic,"same topic no changed at dude .  , ",sing a song,0
everything ' s wrong,who  ? tell me,existing just hurts,2
i want to complete my urban design,i really like your blog design ,thanks for that,0
do you have a head ,"yes . i do not shave it bald , but it is very short ",are you lying ,0
idk,you do not know ? ! ,i tell me,0
next,next what ,challenge,0
i think you do not want to talk to me,fine then ,am i that rude to you,3
you are cartoon too,and you ,face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
